Player Name,Team,Position,Games Played,Total Points
Tyler Barnes,Cardinals,TE,4,30.64
William Martinez,Browns,RB,9,177.12
Travis Norton,Ravens,WR,10,169.87
Joshua Kaufman,Saints,K,12,88.72
Jose Monroe,Dolphins,TE,5,71.31
Craig Walker,Packers,WR,1,15.06
Antonio Miller,Packers,K,8,81.21
Jimmy Nelson,Vikings,K,16,116.08
Colin Hughes,Saints,TE,12,129.83
Greg Stevenson,Eagles,K,13,95.62
Adam Franklin,Dolphins,K,4,30.04
David Sweeney,Cardinals,K,2,14.67
Randy Hines,Panthers,RB,10,216.09
Larry Davis,Jets,QB,5,167.56
Michael Jackson,Panthers,RB,5,105.21
Travis Martinez,Panthers,DEF,10,100.63
Andrew Lopez,Bears,K,7,45.06
Michael Fox,Cardinals,K,16,145.16
Jerry Butler,Titans,K,14,129.04
Robert Flowers,Vikings,TE,3,24.71
William Wilcox,49ers,RB,3,48.78
Andre Jones,Bengals,QB,5,133.94
Gabriel Young,Chargers,K,11,79.53
Timothy Hart,Saints,K,10,62.1
Matthew Hess,Seahawks,WR,9,136.1
Daniel Smith,Ravens,QB,4,120.76
Brett Wright,Steelers,WR,3,66.92
Shaun Hester,Ravens,DEF,3,41.13
William Campbell,Jaguars,DEF,15,150.44
John Thompson,Chiefs,RB,9,164.69
Sean Butler,Browns,TE,13,148.5
John Smith,Bears,RB,9,169.35
David Martinez,Saints,DEF,6,83.46
Charles Ward,Packers,QB,10,281.73
Michael Parker,Saints,QB,16,411.61
Kenneth Stone,Redskins,DEF,9,65.69
Jimmy Webb,Panthers,RB,14,269.28
Aaron Davis,Redskins,RB,14,287.78
Richard Kim,Ravens,DEF,7,57.82
Timothy Alvarado,Seahawks,TE,9,82.29
Kyle Herrera,Browns,TE,2,3.38
James Hampton,Chargers,QB,4,103.22
David Murphy,Patriots,TE,5,39.39
Robert Boyd,Saints,DEF,4,55.42
Carlos Carroll,Redskins,QB,2,66.18
Cody Price,Eagles,TE,10,88.14
David Cole,Chiefs,RB,2,40.34
William Kelly,Dolphins,DEF,1,1.92
Michael Serrano,Colts,RB,13,247.56
Spencer Lowe,Colts,K,4,17.08
Clarence Whitehead,Browns,QB,11,291.52
Jason Duffy,Rams,WR,14,217.77
Stephen Mccullough,Patriots,DEF,1,13.36
William Wade,Bears,DEF,7,64.39
Mark Lara,Eagles,WR,15,290.58
Matthew Cook,Texans,TE,9,103.76
Kyle Brown,Bills,TE,13,149.01
Marcus Carpenter,Redskins,DEF,14,148
Michael Carlson,Dolphins,WR,16,277.59
Keith Berry,Broncos,TE,6,54.62
John Scott,Cowboys,RB,1,15.89
Richard Cobb,Chargers,DEF,7,61.57
Paul Garrison,Eagles,WR,5,83.9
Alexander Parks,Seahawks,K,12,95.45
Don Nguyen,Bills,DEF,12,105.14
Jeremy Mayer,Jets,K,1,0.43
John Fisher,Bears,RB,16,305.66
Kevin Moore,Lions,TE,12,110.56
Michael Morales,Lions,RB,13,259.92
Shannon Reed,Saints,RB,1,20.55
Johnathan Parker,Rams,RB,7,131.09
Bobby Clark,Lions,K,8,59.11
Thomas Daniel,Broncos,RB,16,332.3
Willie Mathis,Chargers,RB,10,176.09
Mario Gould,Titans,TE,2,29.77
Michael Lane,Texans,QB,9,231.43
Isaiah Harris,Raiders,TE,7,67.36
Jonathan Dodson,Cowboys,RB,1,27.86
Mark Ray,Chiefs,RB,3,47.5
Justin Reese,Panthers,TE,10,89.26
Christopher Hall,Eagles,WR,5,107.8
Jesse Smith,Cowboys,WR,6,96.84
Dylan Terrell,Bears,RB,10,177.36
Joshua Harrison,Jets,DEF,11,130.77
Dakota Delacruz,Browns,WR,16,277.7
Charles Harris,Bills,DEF,12,111.52
John West,Giants,WR,15,230.85
Jordan Mitchell,Falcons,K,6,53.6
Gary Rivera,Falcons,RB,12,232.72
Brian Allen,Jets,K,12,74.89
Richard Williams,Cardinals,RB,12,248.7
Brian Hansen,Cardinals,K,8,68.4
Robert Valenzuela,Dolphins,RB,6,139.58
Edward Harrison,Cowboys,QB,5,125.97
William Nguyen,Jaguars,TE,10,102.12
Ronald Cook,Saints,TE,1,3.51
Nathan Wilkins,Dolphins,RB,13,268.71
Christian Martinez,Broncos,K,9,65.6
Charles Fuller,Eagles,WR,14,277.45
Adrian Irwin,Ravens,QB,9,219.2
Patrick Duffy,49ers,DEF,6,74.76
Karl Gonzales,49ers,RB,7,117.98
James Bryan,Titans,K,3,18.54
Samuel Murillo,Jaguars,WR,9,137.26
Ryan Rose,Ravens,QB,12,343.29
Jonathan Hampton,Bills,K,16,136.13
Travis Davenport,Rams,RB,3,74.95
Jonathan Weiss,Steelers,K,3,17.6
Phillip White,Colts,DEF,6,62.92
Oscar Scott,49ers,DEF,4,38.89
Robert Ward,Packers,QB,6,203.58
Michael Fuller,49ers,RB,7,116.24
Sean Prince,Buccaneers,TE,6,50.65
David Myers,Titans,TE,16,166.73
Mark Fitzpatrick,Broncos,RB,15,278.05
Robert Taylor,Chiefs,RB,16,352.08
Kevin Smith,Packers,QB,12,349.93
Aaron Barton,Lions,K,12,72.18
Scott Brown,Titans,QB,14,365.14
Richard Shields,Chiefs,TE,2,29.54
Michael Delacruz,Packers,K,6,51.46
Aaron Rodriguez,Buccaneers,WR,10,150.02
Joseph Silva,Chargers,RB,10,206.57
Kenneth Garcia,Bills,WR,11,200.52
Anthony Owens,Panthers,TE,6,69.29
Scott Grant,Patriots,WR,5,98.42
Richard Roy,Seahawks,WR,7,128.38
Richard Freeman,Seahawks,K,4,40.5
Jeffrey Rodriguez,Chiefs,WR,5,93
Bryan Marsh,Ravens,WR,8,185.67
Benjamin Carter,Browns,DEF,6,51.07
Cody Cordova,Colts,TE,3,29.52
Aaron Hill,Steelers,TE,3,27.03
Brandon Fuentes,Cowboys,TE,5,52.11
Christopher Smith,Cowboys,DEF,13,159.03
Daniel Doyle,Steelers,DEF,7,74.34
Michael Deleon,Dolphins,WR,4,88.05
Timothy Gardner,Lions,WR,4,61.36
Mark Baker,Jets,DEF,4,32.09
Dylan Vargas,Cardinals,DEF,7,42.46
Timothy Olsen,Saints,K,15,83.08
Tim Flores,Patriots,K,10,71.36
Shawn Combs,Bills,WR,2,41.34
Charles Hernandez,Saints,RB,14,288.8
Anthony Hughes,Cowboys,QB,15,371.85
Aaron Torres,Bengals,K,2,21.88
Kenneth Hall,Redskins,TE,13,115.57
Brian Brown,Jaguars,RB,5,119.86
Thomas Cameron,Steelers,QB,11,299.95
David Patrick,Vikings,K,14,95.27
Shannon Blake,Panthers,K,6,26.89
Patrick Berry,Buccaneers,QB,15,397.39
Caleb Dixon,49ers,RB,8,150.16
James Williams,Steelers,WR,2,36.74
Nathaniel Watts,Bengals,TE,3,32.14
Michael Morris,Ravens,WR,6,101.58
Luis Daniel,Lions,RB,16,299.05
Daniel Rogers,Packers,WR,16,237.37
Nicholas Garcia,Chargers,WR,6,80.69
Mark Mullen,Ravens,RB,8,149.12
Raymond Montoya,Titans,TE,14,140.06
Joshua Zimmerman,Bengals,QB,11,303.41
Arthur Espinoza,Bengals,RB,15,285.03
Daryl Maldonado,Patriots,RB,16,304.98
Jason Rodriguez,Ravens,WR,15,289.7
Jose Salinas,Redskins,WR,8,144.36
Jeffrey Sullivan,Jaguars,TE,7,78.92
Shawn Keith,Bengals,TE,9,102.02
Richard Richards,Steelers,TE,7,59.71
Richard Boyd,Raiders,RB,15,309.03
Carlos Tucker,Falcons,QB,4,90.39
Bobby Andrews,Browns,K,12,93.74
William Good,Jets,TE,5,44.49
Ryan Conrad,Texans,WR,14,269.33
Vernon Powell,Panthers,TE,1,18.8
Patrick Nixon,Jets,WR,8,126.58
John Hamilton,Cardinals,WR,6,133.3
Joseph Massey,Patriots,RB,9,188.17
Kyle Brown,Texans,K,4,24
Martin Schneider,Saints,DEF,12,159.34
Kyle Wolf,Jaguars,DEF,9,53.03
Steven Day,Bears,K,8,40.35
Tyler Moore,Dolphins,DEF,12,151.79
Aaron Brown,Cardinals,RB,8,156.63
Thomas Peterson,Lions,QB,1,31.39
Kenneth Patterson,Chiefs,DEF,15,142.34
Matthew Shaw,Seahawks,K,4,38.7
Anthony Goodwin,Bears,QB,6,186.35
Cesar Freeman,Chargers,RB,13,256.31
Ian Waters,Patriots,WR,11,194.88
Patrick Fernandez,49ers,DEF,7,79.6
Scott Bennett,Broncos,DEF,3,33.87
Leroy Hernandez,Cardinals,RB,12,270.21
John Adkins,Eagles,K,11,77.33
Brian Ibarra,Bills,DEF,2,27.14
Daniel Kirk,Steelers,QB,15,361.36
Ethan Brooks,Dolphins,RB,6,120.22
Randy Peterson,Steelers,QB,13,338.89
Alejandro Martin,Redskins,RB,2,23.04
Robert Roy,Bengals,QB,11,288.74
Patrick Williams,Jets,TE,2,19.85
Jerry Jones,Broncos,DEF,9,95.11
Kirk Kirby,Chargers,DEF,2,31.91
Darius Rocha,Browns,TE,10,96.66
Edward Wright,Giants,DEF,2,15.62
Ryan English,Bengals,RB,9,187.75
James Delgado,Chargers,QB,10,258.4
Johnny Mitchell,Bears,RB,11,204.39
Derek Roberts,Broncos,RB,11,222.83
Jason Adams,Rams,WR,5,82.52
Michael Castillo,Titans,TE,8,86.19
Leon Robinson,Packers,K,7,38.76
Michael Cole,Packers,K,6,53.55
William Franklin,Chiefs,RB,11,238.92
Curtis Walsh,Browns,K,3,39.31
John Crawford,Rams,TE,8,66.58
Bruce Woodward,Bills,K,16,135.14
Gregory Jones,Falcons,DEF,7,55.68
James Page,Ravens,K,5,35.45
Frederick Chandler,Browns,WR,7,115.42
Drew Coleman,Dolphins,QB,12,360.26
Jesse Warren,Dolphins,WR,7,134.23
Adam Hale,Patriots,TE,7,85.69
David Thomas,Jaguars,DEF,16,162.67
Peter Rogers,Saints,WR,10,171.65
Kenneth Gonzalez,Chiefs,RB,9,189.06
Andrew Martinez,Falcons,WR,15,264.21
Joseph Allen,Colts,TE,2,18.9
Walter Stevens,Redskins,WR,5,68.61
Jason Edwards,Patriots,TE,6,35.13
Michael Robinson,Texans,K,6,28.51
Timothy Crawford,Buccaneers,RB,14,255.8
Larry Mcdaniel,Panthers,WR,2,42.56
Timothy Gross,Lions,K,10,65.1
Michael Terrell,Giants,QB,2,66.34
Michael Alvarado,Chiefs,DEF,9,88.2
Justin Trevino,Browns,DEF,3,26.43
Mike Mccall,Buccaneers,WR,12,176.3
Matthew Santiago,Browns,K,2,16.77
Dustin Herring,Colts,QB,14,396.84
Nicholas Armstrong,Falcons,WR,11,168.88
Austin Ramirez,Jets,DEF,1,3.41
Timothy Wilkins,Buccaneers,DEF,10,100.32
James Leach,Chiefs,RB,6,94.55
Brandon Watts,Broncos,K,5,33.61
Bernard Gordon,Cardinals,TE,10,73.79
Danny Schmitt,Bengals,WR,16,259.52
Jeffrey Reynolds,Patriots,QB,6,165.29
Christopher Cobb,Colts,K,3,21.5
Donald Ray,Redskins,TE,4,54.26
Anthony Parker,Texans,DEF,16,159.85
Jeremy Reed,Chiefs,TE,9,83.03
Peter Nichols,Raiders,WR,11,199.02
David Hanson,Titans,K,7,56.23
Charles Alvarado,Bengals,TE,1,18
Javier Weaver,Texans,WR,16,301.07
Eric Moreno,Eagles,RB,14,299.94
David Rios,Eagles,K,2,10.23
Larry Robinson,Broncos,K,16,136.42
Devon Taylor,Rams,K,15,132.1
Ryan Hunter,Bengals,K,14,98.09
Mitchell Rodriguez,Dolphins,K,15,84.28
Walter Peterson,Giants,K,5,40.22
Vernon Parker,Bears,WR,1,23.62
Richard Thomas,Titans,DEF,6,29.67
Jordan Williams,Vikings,WR,2,57.26
Matthew Shepard,Colts,WR,7,81.44
Steven Hernandez,Steelers,K,3,22.1
Michael Nelson,Patriots,K,11,71.88
Adam Bryant,Saints,WR,14,203.25
Jeffrey Edwards,Jaguars,RB,16,298.84
Jason Lynn,Ravens,RB,8,178.16
Joshua Miller,Texans,TE,2,26.59
Matthew Garrett,Ravens,RB,3,62.98
Edward Walton,Jets,QB,14,377.54
Matthew Cooper,Cowboys,TE,8,97.91
Raymond Patrick,Raiders,K,14,90.68
Andrew Lopez,Seahawks,TE,1,14.99
James Lawson,Bills,WR,14,251.47
Gary Smith,Vikings,K,8,82.62
Jonathan Valdez,Saints,WR,3,44.61
Jeffrey Crawford,Cardinals,QB,16,512.36
Curtis Stewart,Giants,WR,7,139.6
Matthew Kennedy,Steelers,QB,12,285.76
William Lynch,49ers,QB,6,153.3
Jeff Smith,Buccaneers,TE,2,11.81
Ryan Powell,Ravens,DEF,10,76.67
George Johnston,Seahawks,RB,7,156.94
Michael King,Cowboys,RB,13,250.06
Paul Wells,Chiefs,QB,14,395.67
Christopher Green,Jaguars,WR,8,148.92
Gregory Robertson,Cowboys,QB,9,228.88
Erik Fox,Raiders,K,1,14.79
David Friedman,Broncos,K,1,3.88
Tim Chapman,Eagles,WR,8,143.19
Adam Huang,Jets,K,5,52.4
George Sanders,Rams,WR,2,33.77
James Baker,Ravens,WR,14,241.93
David Espinoza,Bears,RB,7,149.77
Eric Cohen,Colts,QB,10,256.51
Jason White,Dolphins,K,12,72.91
Travis Simmons,Dolphins,DEF,1,6.09
Adam Jones,Packers,TE,14,97.05
Nathaniel Warren,Vikings,QB,5,147.32
Robert Jackson,Seahawks,DEF,9,115.67
Walter Watts,Bengals,K,2,20.7
Christian Meyer,Seahawks,K,5,56.84
David Benson,Patriots,TE,8,48.01
Ross Espinoza,Giants,RB,3,54.6
Jesse Munoz,49ers,K,10,65.59
Caleb Carr,Redskins,RB,10,212.53
Justin Aguilar,Patriots,TE,10,90.86
Joel Thomas,Lions,TE,1,4.18
Gary Alvarez,Browns,DEF,15,165.03
Alan Leon,Titans,RB,15,290.21
William Cisneros,Giants,QB,10,266.45
Robert White,Jaguars,RB,9,177.58
Adam Allen,Raiders,RB,10,237.98
Cole Skinner,Packers,TE,8,81.19
Ronald Smith,Redskins,TE,5,19.88
Brian Mitchell,Giants,DEF,12,104.6
Tyler Garcia,Buccaneers,TE,2,34.23
Richard Contreras,Bears,RB,12,237.31
Ryan Allen,Rams,TE,12,158.85
Robert Collins,Seahawks,K,3,14.14
Eric Dominguez,Colts,DEF,12,125.87
Patrick Mcintosh,Browns,TE,7,95.55
Sean Hicks,Titans,K,5,38.98
Louis Hughes,Saints,RB,12,237.69
Scott Williams,Bears,TE,7,73.78
Casey Lewis,Patriots,RB,14,292.32
Travis Sandoval,Saints,QB,11,286.63
Brandon Rodriguez,Bills,QB,2,72.22
John Booker,Falcons,RB,5,91.6
James Bailey,Buccaneers,TE,1,13.05
Vincent Tyler,Patriots,DEF,3,34.28
Jerry Wilkins,Buccaneers,WR,3,41.1
Charles Lewis,Dolphins,K,8,48.73
Gregory Wilson,Giants,K,9,61.87
David Jensen,Bengals,TE,7,80.04
Christopher Jordan,Vikings,TE,15,180.82
William Jenkins,Redskins,QB,4,115.56
Todd Vasquez,Bills,TE,4,44.35
Ronald Phelps,Lions,DEF,7,83.13
Seth Morse,Jaguars,QB,3,97.75
Scott Donaldson,Steelers,TE,4,37.1
Kenneth Owens,Broncos,RB,6,124.38
Christopher Park,Rams,RB,3,60.08
Kevin Davis,Bears,K,10,81.01
Victor Rodriguez,Chargers,RB,5,102.06
David Roth,Panthers,WR,9,153.05
Todd Martinez,Chargers,DEF,9,85.56
Robert Miller,Vikings,QB,14,372
Jason Lopez,Cardinals,TE,14,139.81
Ronnie Hayes,Seahawks,DEF,6,64.91
Christian Kemp,Ravens,QB,7,187.39
Kevin Baker,Jaguars,TE,10,110.11
Gregory Morris,Browns,TE,14,120.67
Michael Cruz,Buccaneers,QB,16,475.92
Cody James,Cowboys,WR,1,24.59
Miguel Garcia,Colts,RB,4,71.12
Harold Dean,Broncos,TE,15,161.83
Charles Bartlett,Giants,K,15,89.47
Kenneth Kim,Bears,QB,14,409.16
Kent Stewart,Giants,K,2,9.49
Gregory Johnson,Colts,WR,1,29.56
Calvin Brown,Cowboys,K,7,39.52
Darrell Reyes,Lions,RB,6,135.02
Gregory Allen,Dolphins,QB,16,444.86
Randy Harding,Saints,WR,6,112.55
Craig Williams,Broncos,TE,4,32.56
George House,Cardinals,DEF,6,61.69
Mario Munoz,Panthers,QB,10,236.52
Jeremy Jimenez,Falcons,QB,5,120.63
Eduardo Ryan,Jets,QB,5,126.48
Travis Shepherd,Saints,TE,1,2.68
Frank Adams,Cardinals,RB,8,181.83
William Vaughn,Cardinals,WR,3,62.13
Jeffrey Little,Browns,K,16,140.4
Joe Estes,Chargers,K,14,87.79
Roger Andrade,Browns,TE,6,49.09
Patrick Chambers,Jets,TE,5,37.06
Antonio Hardy,Broncos,RB,15,368.06
David Lane,Lions,QB,11,291.64
Paul Gonzales,Patriots,RB,2,32.27
Mark Drake,Broncos,TE,11,129.43
Mark Crawford,Bills,WR,16,290.34
Glenn Gutierrez,Jaguars,K,5,17.61
Kyle Johns,Jets,TE,5,57.22
Gregory Jones,Eagles,TE,5,72.19
Justin Elliott,Lions,RB,11,224.32
Craig Atkins,Ravens,DEF,8,97.01
Brady Turner,Saints,RB,1,27.12
Joseph Munoz,Seahawks,RB,9,176.18
Larry Jacobson,Jets,WR,10,159.34
Curtis Hall,Dolphins,QB,14,351.26
Shawn Reid,Saints,K,10,82.44
Joshua Willis,Colts,RB,5,96.41
William Jenkins,Colts,DEF,10,83
Benjamin Garcia,Colts,RB,12,204.4
Jason Anderson,Buccaneers,DEF,1,1.66
Douglas Day,Bengals,WR,14,223.22
Nicholas Wong,Lions,WR,12,234.74
Thomas Rios,Eagles,DEF,7,89.37
Jonathan Barker,Vikings,DEF,16,167.56
Brandon Hood,Chiefs,RB,1,18.46
Patrick Martin,Chargers,TE,10,124.76
Mike Ortiz,Chiefs,WR,16,253.67
John Gentry,Bills,QB,8,222.81
James Barnes,Steelers,WR,14,249.77
George Hines,Eagles,QB,1,26.75
Calvin Jordan,Dolphins,RB,8,180.6
David Moore,Bears,RB,10,197.78
Clifford Cruz,Vikings,K,7,80.49
Michael Trujillo,Packers,RB,2,46.88
Corey Andrews,Saints,DEF,2,29.08
Christian Arias,Cowboys,WR,13,216.63
Joseph Schaefer,Chiefs,QB,2,76.17
Gary Austin,Giants,K,13,114.04
Gregory Alvarado,Dolphins,WR,1,18.65
Steven Galvan,Buccaneers,RB,5,103.26
Scott Brown,Cardinals,RB,8,183.59
Jeremy Solis,Bengals,K,10,45.18
Robert Harrison,Steelers,K,15,121.95
Robert Weaver,Buccaneers,K,16,110.57
Tracy Schmidt,Giants,QB,13,337.71
David Anderson,Patriots,TE,10,103.28
Anthony Hart,Browns,TE,8,94.7
Matthew Jensen,Titans,DEF,10,109.63
Zachary Fisher,Falcons,RB,6,114.6
David Smith,Saints,TE,1,6.16
James Moore,Bengals,QB,12,360.15
Michael Stewart,Rams,TE,6,42.13
Dean Newton,Jaguars,WR,2,32.94
David Allen,Cowboys,QB,6,115.16
Jacob Thompson,Lions,K,13,100.13
Shawn Smith,Browns,K,10,55.03
Ian Porter,Lions,QB,5,139.89
Earl Costa,Jets,QB,8,190.7
Ronald Thomas,Broncos,RB,11,168.04
William Franklin,Giants,TE,11,118.66
Jake Johnson,Buccaneers,WR,6,100.22
Alexander Ferguson,Cardinals,DEF,4,18.19
Brett Ferrell,Ravens,QB,9,267.72
Mark Doyle,Patriots,K,16,142.51
Richard Welch,Buccaneers,TE,4,27.32
Randy White,Texans,WR,11,160.87
Andrew Perez,Lions,RB,6,118.79
Jordan Taylor,Falcons,WR,13,224.61
William Ford,Rams,K,2,7.67
Curtis Stewart,Cardinals,TE,12,104.47
Christopher Hudson,Ravens,WR,7,118.51
Darren Mckinney,Texans,WR,1,20.87
Anthony Butler,Eagles,K,15,94.83
Casey Downs,Falcons,QB,16,432.15
Paul Clark,Rams,WR,8,127.82
Dwayne Pierce,Broncos,DEF,14,139.64
Patrick Jones,Packers,WR,14,206.95
Eric Erickson,Seahawks,DEF,5,40.39
Thomas Griffin,Broncos,K,5,54.57
David Morrison,Packers,WR,10,185.8
Kevin Todd,Lions,QB,1,18.47
Douglas Klein,Jaguars,WR,7,99.89
Joshua Johnson,49ers,QB,5,149.28
Francisco Evans,Bears,RB,3,46.59
James Mccarty,Chiefs,WR,16,278.7
Daniel Jordan,Patriots,K,2,23.75
Ryan Duncan,Bills,K,5,49.31
Ralph Barajas,Titans,TE,12,150.24
Hunter Hill,Cowboys,TE,7,83.44
Robert Smith,Saints,RB,11,239.47
Paul Jenkins,Giants,RB,7,147.92
Johnny Hansen,Chiefs,TE,5,58.34
Eric Johnson,49ers,WR,1,29.81
Christopher Reyes,Browns,TE,7,41.39
Jason Henry,Bengals,DEF,11,113.54
James Adams,Chiefs,WR,12,231.19
Adam Cross,Buccaneers,TE,14,146.92
Ricardo Lee,Cowboys,K,10,79.86
Richard Carroll,Buccaneers,RB,9,169.37
Victor Bonilla,Dolphins,DEF,7,95.5
Brian Bell,Titans,DEF,2,16.55
Kenneth Jacobson,Chiefs,WR,14,278.91
Larry Duncan,Jaguars,TE,2,19.01
Chase Alexander,Cardinals,RB,2,42.79
Kevin Phillips,Colts,RB,16,291.17
Clayton Sanders,Titans,RB,6,92.91
Joshua Webb,49ers,DEF,7,87.5
David Williams,Lions,RB,13,232.28
Eric Shelton,49ers,WR,13,218.75
Steven Wilson,Bengals,QB,12,351.22
Brett Hill,Bears,TE,11,93
Alexander Waller,Lions,WR,9,166.19
Steve Terry,Browns,WR,9,154.04
James Evans,Giants,QB,12,312.08
Ralph Nelson,Lions,TE,13,121.87
Brandon Howell,Cardinals,K,8,41.42
Christian Alexander,Chiefs,WR,6,69.06
John Moore,Giants,RB,8,138.96
Daniel Freeman,Ravens,RB,13,283.28
Joel Jacobs,Browns,TE,7,63.25
Jacob Gomez,Bears,DEF,6,51.4
James Abbott,Giants,K,13,72.38
David Adams,Vikings,K,4,30.29
Alexander Young,Panthers,RB,12,240.47
John Williams,Panthers,TE,5,61.95
Ryan Prince,Bills,RB,15,265.43
Christian Bailey,Rams,DEF,6,66.18
Andrew Morales,Falcons,RB,5,118.53
David Miller,Giants,DEF,5,36.34
Taylor Wilson,Patriots,K,9,75.29
Jonathan Howe,Redskins,K,15,124.15
Joseph Day,Seahawks,QB,10,297.54
Jonathan Wolfe,Saints,K,6,43.94
Charles Davis,49ers,WR,11,185.48
Warren Anderson,Titans,WR,11,169.74
Joe Cooper,Browns,TE,13,143.95
Charles Jackson,Cardinals,WR,12,192.92
Thomas Olson,Titans,WR,9,152.5
Steven Shepherd,Vikings,TE,7,76.96
Jeffrey Clark,Cardinals,TE,3,27.66
Sergio Livingston,Redskins,QB,13,332.96
Charles Anderson,Seahawks,RB,5,99.63
Ryan Garcia,Lions,WR,9,140.97
Andrew Dougherty,Patriots,QB,8,203.74
Andrew Fernandez,Patriots,TE,3,44.04
Stephen Campbell,Giants,WR,5,81.16
David Waters,Patriots,WR,2,47.26
Christopher Miller,Cowboys,DEF,14,138.2
Troy Robertson,Bears,DEF,5,50.76
Jacob Wade,Browns,QB,12,276.66
Kenneth Young,Lions,QB,11,324.98
Christopher Trevino,Vikings,TE,8,111.55
Nicholas Collier,Jets,RB,16,305.65
Eric Bailey,Bills,RB,4,79.98
Christian Swanson,Panthers,WR,9,140.5
Jason Jackson,Steelers,RB,11,242.74
Joseph Hoover,Broncos,WR,2,55.04
Jacob Martinez,Raiders,DEF,8,56.26
Joshua Diaz,Steelers,DEF,7,73.48
Samuel Ortiz,Jaguars,DEF,1,1.23
Daniel Garcia,Patriots,K,8,52.48
Brian Butler,Bears,DEF,5,47.24
Arthur Henderson,49ers,RB,14,287.36
Adam Hernandez,Vikings,DEF,7,62.83
Jonathan Thompson,Browns,RB,16,302.04
Nicholas White,Packers,QB,13,322.88
John Mendoza,Rams,RB,15,339.31
Jared Wright,Eagles,K,5,41.57
Michael Ferguson,Falcons,TE,12,129.77
Dylan Rogers,Cowboys,DEF,10,99.75
Brandon Jordan,Falcons,TE,10,132.46
Cody Myers,Giants,WR,4,66.32
Robert Vincent,Saints,DEF,4,66.15
Michael Brown,Vikings,WR,1,7.22
William Franco,Chargers,RB,7,153.77
Ronald Williams,Steelers,K,12,88.87
Ronald Rivas,Redskins,WR,15,306.09
Jordan Young,Chargers,DEF,1,11.06
Christopher Mccormick,Texans,TE,4,40.99
Steven Garcia,Texans,K,16,104.76
Robert Carter,Packers,WR,2,35.24
Larry Powell,Jaguars,TE,9,73.49
Christopher Hammond,Giants,K,10,82.18
Alex Mays,Ravens,QB,4,106.23
Jesse Hicks,Eagles,K,3,12.55
Christopher Stone,Redskins,WR,2,31.02
Nicholas Hawkins,Panthers,K,14,94.6
Scott Harris,Browns,WR,1,9.91
Isaac Velez,Browns,WR,12,213.76
Joseph Hays,Bills,QB,3,70.45
Michael Snyder,Texans,RB,13,312.72
Charles Bradshaw,Saints,RB,8,175.61
Justin Scott,Seahawks,DEF,2,28.25
Joseph Campbell,Saints,WR,1,11.49
Gregory Ramirez,Chiefs,TE,8,103.32
Christopher Rogers,Patriots,K,13,97.61
Matthew Chambers,Cowboys,WR,9,144.21
Eric Ruiz,49ers,K,9,73.15
Alexander Collins,Raiders,QB,8,219.66
Darrell Barnes,Vikings,TE,5,59.85
Charles Glass,Bears,WR,9,171.36
Roger Gamble,Dolphins,TE,4,44.22
Garrett Figueroa,Panthers,QB,6,142.02
Juan Jackson,Dolphins,TE,13,150.6
Nathan Santos,Seahawks,WR,4,67.97
Rodney Campbell,Saints,DEF,12,91.15
Timothy Bolton,Bears,QB,16,379
Kevin Andersen,Cowboys,WR,8,175.54
Luis Krause,Bills,WR,3,57.84
Robert Simmons,Patriots,DEF,6,57.64
Sean Cooley,49ers,RB,7,149.07
Eddie Goodwin,49ers,K,10,70.77
Timothy Lane,Colts,QB,8,223.06
Christian Pineda,Raiders,RB,3,78.93
Jacob Mccall,Colts,WR,1,13.1
Rodney Hensley,Giants,DEF,6,71.53
Jerry Harris,Bears,K,3,33.16
Keith Burns,Texans,DEF,12,139.57
David Jennings,Titans,QB,3,88.83
Jesse Thomas,Raiders,K,1,8.34
Kevin Gonzales,Panthers,K,5,33.98
Kevin Turner,Ravens,QB,6,149.07
Carl Sampson,Saints,RB,1,23.98
Eric Smith,Lions,TE,2,23.92
Barry Clay,Panthers,QB,15,413.89
John Harris,Jets,TE,1,11.23
Michael Pruitt,Bengals,RB,5,93.36
Christopher Horn,Lions,TE,3,13.97
Joe Farrell,Packers,RB,9,155
Jonathan Edwards,49ers,QB,9,230.93
James Prince,Falcons,RB,4,78.18
Stephen Robinson,Titans,DEF,6,58.74
Luis Maldonado,Raiders,DEF,4,60.33
Thomas Keller,Eagles,RB,3,50.74
Michael Martin,Falcons,TE,8,74.98
Richard Walker,Colts,K,2,17.95
Gregory Harper,Redskins,TE,3,37.23
Michael Taylor,Packers,QB,12,354.26
Christopher White,49ers,WR,4,84.44
Thomas Silva,Vikings,QB,16,471.85
Mark Gutierrez,Eagles,WR,5,75.46
James Camacho,Browns,DEF,15,102.05
Justin Ball,Chargers,WR,9,158.3
Charles Bailey,Bengals,K,2,23.67
Alejandro Perez,Bills,RB,2,24.74
David Davis,Seahawks,RB,5,109.65
Robert Lewis,Broncos,DEF,14,131.82
Jeremy Johnson,Vikings,K,8,49.78
Kevin Luna,Patriots,K,1,8.6
Andrew Jones,Bills,QB,5,108.06
James Larson,Broncos,WR,14,244.76
Michael Miller,Jaguars,K,4,52.89
Rodney Reilly,Dolphins,QB,1,33.22
Nathan Morton,Cardinals,K,12,91.14
Jeffrey Hernandez,Packers,RB,8,159.23
Bernard Bullock,Falcons,TE,4,36.66
Bryan Francis,Chargers,DEF,13,115.85
Charles Davis,Eagles,K,13,86.24
Eric Hurley,Bears,QB,5,154.2
Matthew Williams,Ravens,QB,2,38.1
